Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch ;SorgenSchule;SorgenAusbildung;SorgenFamilie;Rassismus
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;l_ngere Pausen;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Natur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Weiss nicht;Sport;Natur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Weiss nicht;Sport;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Gar nicht gut;weniger Schule;Sport;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;mehr Sport;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Mittagspause verl_ngern;Sport;Bildung, Soziales;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;Bildung, Soziales;Nein;Nein;Ja;Sehr stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Sport;Kultur;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Sport;Bildung, Soziales;Nein;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Lehrer erneuern/ wechseln;Mathematik;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Mathematik;Bildung, Soziales;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Schulzeiten/ Stundenplan;Mathematik;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;sp_ter beginnen;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Sehr stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;Kultur;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;Kultur;Ja;Nein;Nein;Sehr stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Musik;Kultur;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Englisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;kein Franz_sisch mehr;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Franz_sisch;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;Bildung, Soziales;Nein;Nein;Nein;Sehr stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Ein anderes Fach;Gastgewerbe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Schšnheit, Sport;Nein;Ja;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;gewisse Schulf_cher;Franz_sisch;Gastgewerbe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Sport;Schšnheit, Sport;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;mehr Sport;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;Gesundheit;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;l_ngere Pausen;Mathematik;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Mathematik;Wirtschaft, Verwaltung;Ja;Ja;Nein;Sehr stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Englisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Verkehr, Logistik;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;sp_ter beginnen;Keine Angabe;keine Angabe;Nein;Ja;Ja;Sehr stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;l_ngere Pausen;Englisch;Gesundheit;Nein;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Klassenklima/ Umgang in Klasse;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Mathematik;Elektrotechnik;Ja;Ja;Nein;Eher stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Lohn;Ein anderes Fach;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;Elektrotechnik;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;Elektrotechnik;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nicht so streng;Ein anderes Fach;Elektrotechnik;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Lohn;Ein anderes Fach;Elektrotechnik;Ja;Nein;Nein;Sehr stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Elektrotechnik;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Elektrotechnik;Ja;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nicht so streng;Ein anderes Fach;Elektrotechnik;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;Elektrotechnik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Elektrotechnik;Ja;Ja;Ja;Sehr stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Elektrotechnik;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Elektrotechnik;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;Elektrotechnik;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Lohn;Mathematik;Elektrotechnik;Nein;Nein;Ja;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;Weiss nicht;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;farbigere Schule;Mathematik;Gesundheit;Ja;Nein;Nein;Eher stark
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher nicht gut;weniger Hausaufgaben;Englisch;Gesundheit;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Mathematik;Bildung, Soziales;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Mathematik;keine Angabe;Ja;Ja;Ja;Sehr stark
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;nicht so streng;Sport;keine Angabe;Ja;Nein;Ja;Eher nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Sehr gut;Mensa;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;nichts;Ein anderes Fach;Nahrung;Nein;Nein;Ja;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;Gestaltung, Kunst;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;Informatik;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Nein;Ja;Nein;Sehr stark
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher nicht gut;Lehrer erneuern/ wechseln;Sport;Wirtschaft, Verwaltung;Ja;Ja;Nein;Sehr stark
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Keine Angabe;keine Angabe;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;sp_ter beginnen;Englisch;Gesundheit;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;Chemie, Physik;Nein;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;strenge Regeln;Sport;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;weniger Hausaufgaben;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Englisch;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Sehr gut;l_ngere Pausen;Englisch;Gesundheit;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Keine Angabe;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Bildung, Soziales;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Sehr gut;Schulzeiten/ Stundenplan;Sport;Gestaltung, Kunst;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;Planung, Konstruktion;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;Informatik;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;sp_ter beginnen;Sport;Verkehr, Logistik;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Mathematik;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher nicht gut;anderes;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Englisch;Kultur;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Englisch;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Mathematik;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;Keine Angabe;Weiblich;Eher gut;strenge Regeln;Englisch;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;sp_ter beginnen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Sport;anderes;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Keine Angabe;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Ein anderes Fach;Natur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;l_ngere Pausen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;kein Franz_sisch mehr;Sport;Kultur;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;sp_ter beginnen;Ein anderes Fach;Bildung, Soziales;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Sport;Planung, Konstruktion;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;kein Franz_sisch mehr;Ein anderes Fach;Natur;Ja;Nein;Nein;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Weiss nicht;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Keine Angabe;Metall, Maschinen;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;alles;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Gar nicht gut;Keine Angaben;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Sehr stark
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Gar nicht gut;anderes;Mathematik;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Schulzeiten/ Stundenplan;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Franz_sisch;Bildung, Soziales;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Mittagspause verl_ngern;Englisch;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;Gewalt/ Streit verhindern;Deutsch;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;strenge Regeln;Sport;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Franz_sisch;Gesundheit;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Notensystem;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Mensa;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Mathematik;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;mehr Sport;Sport;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;mehr Zusatzangebote;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;strenge Regeln;Sport;keine Angabe;Nein;Nein;Ja;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;sp_ter beginnen;Mathematik;Bildung, Soziales;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Englisch;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Gymnasium;> 18 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;> 18 Jahre;Maennlich;Eher gut;Lehrer erneuern/ wechseln;Englisch;Chemie, Physik;Nein;Ja;Nein;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Keine Angabe;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;weniger Hausaufgaben;Englisch;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Schulzeiten/ Stundenplan;Keine Angabe;Gastgewerbe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Keine Angabe;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Englisch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
